date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:13:34	469841/469841	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:22%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=dataItem-itrn90z4	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery4060.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:34	571523/571523	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:21%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=imagem9t	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery6ebf.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:34	569537/569537	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:33%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=imageqty	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery7f58.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:34	554161/554161	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:33%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=dataItem-ilbc8oaj	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery20f2.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:35	469654/469654	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:34%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=image1c6t	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery8012.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:41	469334/469334	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:34%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=image_g9g	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery1c13.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:45	571339/571339	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:34%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=image1rcz	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery0e2b.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:45	465346/465346	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:35%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=dataItem-jg0zohll1	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery9ba1.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:45	569739/569739	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:35%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=dataItem-itrmy553	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery4a41.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:13:45	569742/569742	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:41%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=dataItem-jg0zohll	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery43da.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:01	571910/571910	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:46%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=images7b	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery7ebe.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:02	572130/572130	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:46%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=dataItem-itrm3ytf1	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/galleryabd9.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:02	553966/553966	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:45%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=imagedxh	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/galleryebd3.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:02	469316/469316	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:13:47%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=images3u	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/galleryf670.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:16	469561/469561	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:14:02%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=dataItem-itrm3yuj4	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery63dd.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:20	572143/572143	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:14:02%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=image1j79	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery27a6.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:21	469670/469670	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:14:02%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=imageo3l	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery5d89.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:21	569890/569890	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:14:02%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=dataItem-itrm3ytf	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery7272.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:34	572073/572073	U--MCZ	200	updated ('OK')	text/html	date:Sat,%2005%20Oct%202019%2003:14:17%20GMT	https://clai2faz.wixsite.com/clai2faz/gallery?lightbox=image19mt	C:/Mes%20Sites%20Web/Clai2Faz/clai2faz.wixsite.com/clai2faz/gallery2fce.html	(from https://clai2faz.wixsite.com/clai2faz/gallery)
05:14:38	20228/20228	U-----	200	untouched ('')	image/jpeg	etag:%226527d30cea6af0b2e96435ed5de058dc%22	https://static.wixstatic.com/media/3fbc45_3d8f1569278843c7b51ac5be8a133cb3.jpg/v1/fill/w_256,h_192,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_3d8f1569278843c7b51ac5be8a133cb3.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_3d8f1569278843c7b51ac5be8a133cb3.jpg/v1/fill/w_256,h_192,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_3d8f1569278843c7b51ac5be8a133cb3.jpg	(from https://clai2faz.wixsite.com/clai2faz/contact)
05:14:52	7886/7886	U-----	200	untouched ('')	image/png	etag:%22616e4cf4119373489fab25cf3f215194%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/dark-facebook-comments.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/dark-facebook-comments.png	(from https://clai2faz.wixsite.com/clai2faz/livredor)
05:14:53	7966/7966	U-----	200	untouched ('')	image/png	etag:%2209b57b0ef3e044daf1e6390f66b96595%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/bright-facebook-comments.png	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/bright-facebook-comments.png	(from https://clai2faz.wixsite.com/clai2faz/livredor)
05:14:54	51347/51347	U-----	200	untouched ('')	image/JPEG	etag:%222225ea73c583669c87eef6fa6f85c93051347%22	https://static.wixstatic.com/media/3fbc45_c8ce83cf7cc845deb3d229a7c24c8a45.jpg/v1/fill/w_480,h_359,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_c8ce83cf7cc845deb3d229a7c24c8a45.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_c8ce83cf7cc845deb3d229a7c24c8a45.jpg/v1/fill/w_480,h_359,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_c8ce83cf7cc845deb3d229a7c24c8a45.jpg	(from https://clai2faz.wixsite.com/clai2faz/livredor)
05:14:54	21249/21249	U-----	200	untouched ('')	image/JPEG	etag:%22fc7602ce036d977aad0ad77832cb047521249%22	https://static.wixstatic.com/media/3fbc45_7d4a4104d91e45048da654112b90706f.jpg/v1/fill/w_256,h_192,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_7d4a4104d91e45048da654112b90706f.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_7d4a4104d91e45048da654112b90706f.jpg/v1/fill/w_256,h_192,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_7d4a4104d91e45048da654112b90706f.jpg	(from https://clai2faz.wixsite.com/clai2faz/on-ecrit-vos-chansons)
05:14:54	56545/56545	U-----	200	untouched ('')	image/PNG	etag:%22ad83c9aab28dc9db69b3437ca23c229d56545%22	https://static.wixstatic.com/media/3fbc45_5ec5844ebaa54e7b8f905cbf92c995d1.jpg/v1/fill/w_179,h_166,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_5ec5844ebaa54e7b8f905cbf92c995d1.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/3fbc45_5ec5844ebaa54e7b8f905cbf92c995d1.jpg/v1/fill/w_179,h_166,al_c,q_80,usm_0.66_1.00_0.01,blur_2/3fbc45_5ec5844ebaa54e7b8f905cbf92c995d1.png	(from https://clai2faz.wixsite.com/clai2faz/book-online)
05:14:55	7716/7716	U-----	200	untouched ('')	image/gif	etag:%225793f386ba2b6c92f934cea9f1c3fe07%22	https://static.wixstatic.com/media/8d13be_8ffee7c384614230841505d29ed746b2.gif	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/8d13be_8ffee7c384614230841505d29ed746b2.gif	(from https://clai2faz.wixsite.com/clai2faz/inscription)
05:15:05	21116/21116	U-----	200	untouched ('')	image/jpeg	etag:%222dbb971923af309dcf630b7346f2352f%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/mobile-dark-facebook-comments.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/mobile-dark-facebook-comments.jpg	(from https://clai2faz.wixsite.com/clai2faz/livredor)
05:15:09	21903/21903	U-----	200	untouched ('')	image/jpeg	etag:%229f1b9b918603f7bf1f128c1fc0f397ef%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/mobile-bright-facebook-comments.jpg	C:/Mes%20Sites%20Web/Clai2Faz/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/mobile-bright-facebook-comments.jpg	(from https://clai2faz.wixsite.com/clai2faz/livredor)
05:15:09	4161/4161	U-----	200	untouched ('')	image/png	etag:%22ef3b8abdb44cfe5e314e4c759934c5a4%22	https://static.wixstatic.com/media/8d13be_546b9a679cbf4114807bed50b81ea490.png/v1/fill/w_57,h_57,al_c,usm_0.66_1.00_0.01,blur_3/8d13be_546b9a679cbf4114807bed50b81ea490.png	C:/Mes%20Sites%20Web/Clai2Faz/static.wixstatic.com/media/8d13be_546b9a679cbf4114807bed50b81ea490.png/v1/fill/w_57,h_57,al_c,usm_0.66_1.00_0.01,blur_3/8d13be_546b9a679cbf4114807bed50b81ea490.png	(from https://clai2faz.wixsite.com/clai2faz/inscription)
